"","Depthm","T_degC","Salnty"
"600301",50,11.68,33.547
"610277",16,13.03,32.736
"503125",20,17.43,33.63
"7821",125,10.23,33.494
"781702",15,18.56,33.243
"240212",75,13.76,33.244
"380894",493,6.42,34.299
"33748",47,10.37,32.84
"775378",0,17.05,33.437
"461842",250,7.94,33.97
"317946",69,10.8,33.66
"448203",12,19.01,34.442
"621405",70,11.92,33.493
"256501",166,9.4,34.04
"545214",248,7.85,34.156
"84990",0,18.5,33.83
"672524",269,8.07,33.984
"142082",294,7.58,34.14
"63056",75,14.62,33.57
"386077",300,7.83,34.06
"363392",189,10.37,33.654
"297368",507,6,34.25
"640100",50,10.31,33.773
"444950",10,11.97,32.94
"189347",600,6.72,34.481
"264563",542,5.42,34.22
"738188",41,11.83,33.593
"226549",400,9.7,34.667
"453123",300,8.84,34.329
"414345",250,8.92,34.112
"160823",1200,3.48,34.529
"660036",20,16.1,33.496
"227552",10,20.64,35.03
"744591",500,5.67,34.187
"18387",125,8.08,32.901
"848094",270,8.01,34.0811
"181519",250,8.71,34.193
"381558",200,8.33,34.12
"573389",75,15.05,33.585
"778378",500,5.93,34.305
"727681",200,9.6,33.892
"16775",800,4.06,34.193
"810186",250,7.99,33.978
"401678",179,8.68,34.087
"674567",14,19.29,33.221
"355286",20,17.57,33.489
"221239",30,12.33,33.49
"655708",522,5.46,34.159
"361280",174,8.83,33.951
"686529",10,15.23,33.307
"92631",700,4.89,34.385
"499075",40,11.78,33.57
"820737",85,9.7,33.822
"537837",20,19.86,33.27
"184394",247,8.21,34.21
"859322",125,10.53,33.4372
"764984",50,15.14,32.815
"318757",10,15.98,33.679
"763538",9,14.11,32.951
"680273",1211,3.28,34.532
"65141",86,10.84,33.69
"805371",1,16.49,33.298
"756334",30,16.13,33.19
"449058",300,7.5,34.09
"849567",30,16.967,33.1745
"483571",200,8.65,34.03
"669901",500,5.38,34.183
"861027",441,6.366,34.1508
"860001",321,7.719,34.1992
"193216",125,12.09,33.339
"321224",41,13.99,33.69
"617080",542,6.15,34.323
"831993",269,8.404,34.1058
"692945",30,13.77,33.451
"776119",114,15.25,33.588
"768885",75,12.48,33.028
"280",0,11.7,32.88
"246878",10,18.76,34.29
"131137",269,7.67,34.04
"573161",75,14.58,33.45
"393092",121,11.7,33.303
"527615",533,5.2,34.213
"107754",50,12.36,33.044
"630521",200,8.47,34.099
"379982",234,10.71,34.602
"225193",53,14.1,33.64
"313832",150,11.44,33.926
"665548",1,19.3,33.099
"180059",91,9.08,33.6
"438033",400,6.48,34.21
"327121",327,8.34,34.341
"460985",500,6.15,34.15
"335447",500,5.89,34.377
"677940",30,14.05,33.241
"98931",99,16.22,34.7
"468270",800,4.23,34.297
"670628",93,14.84,33.119
"188500",485,6.46,34.32
"666777",0,16.5,33.21
"375854",600,5.46,34.315
"864227",381,6.95,34.2064
"342816",160,11.92,33.834
"308069",207,8.3,34.07
"556324",10,16.28,33.462
"378715",30,19.17,34.398
"850009",112,11.712,33.0647
"310978",579,5.42,34.38
"711647",125,11.46,33.492
"399662",150,9.77,33.965
"627101",500,6.06,34.306
"784769",30,13.34,33.574
"646589",273,8.27,34.196
"565133",0,15.42,33.425
"548198",225,7.68,34.128
"349400",250,7.85,34.167
"370991",0,13.58,33.626
"50133",153,9,34.02
"421142",50,9.82,33.84
"144174",300,9.21,34.51
"252818",200,9.57,33.909
"365092",3256,1.62,34.678
"165766",479,6.43,34.33
"290499",280,8.53,34.14
"118976",20,9.4,33.68
"532867",410,7.23,34.319
"578243",62,10.78,33.689
"580664",0,20.52,33.668
"630772",50,12.94,33.363
"847633",20,17.106,33.4341
"140558",9,14.92,33.18
"129474",30,16.12,33.193
"545094",150,10.04,33.61
"850252",139,10.035,33.6592
"797179",29,13.31,33.461
"814579",3,18.11,33.278
"795187",126,11.49,33.114
"454161",200,8.87,34.069
"5533",30,11.08,33.118
"393476",226,9.38,33.983
"326612",371,8,34.367
"737628",200,8,34.03
"467661",3800,1.5,34.678
"534854",150,8.42,33.701
"486276",500,5.61,34.27
"336196",577,6.23,34.392
"723143",0,13.52,33.05
"704066",59,14.27,33.183
"233145",160,13.03,34.83
"26173",400,6.98,34.306
"684072",18,14.91,33.412
"163154",200,7.97,34.077
"386152",900,4.01,34.41
"632867",150,9.39,33.797
"700957",84,13.26,33.038
"849493",30,13.633,33.2774
"224434",10,25.89,34.971
"164575",71,14.29,34.32
"482442",50,15.07,33.56
"406155",0,17.13,33.53
"9991",6,16.64,33.51
"517636",357,7.92,34.29
"863223",230,7.757,33.9988
"471691",1000,4.18,34.53
"743902",319,7.07,34.095
"23009",700,5.1,34.455
"515614",10,14.18,33.175
"502255",125,9,33.92
"437696",10,15.66,33.391
"164577",92,12.15,34.02
"258669",30,17.66,33.06
"225033",200,9.54,34.226
"409672",100,12.95,33.77
"248239",150,9.07,33.668
"660745",75,11.61,33.063
"830482",100,9.29,33.935
"320466",0,17.63,33.68
"133476",478,7.59,34.42
"485455",125,8.6,33.94
"723805",317,7.63,34.034
"405977",185,9.81,34.285
"283108",437,6.76,34.27
"615441",53,16.42,33.514
"2467",1100,3.28,34.284
"730609",10,15.24,33.573
"142131",200,9.19,34.197
"207054",20,18.17,33.65
"270548",12,17.09,33.68
"174448",0,15.1,33.37
"528035",50,15.98,33.102
"751923",318,8.99,34.301
"756635",30,11.18,33.32
"455089",700,5.55,34.44
"255748",67,11.42,33.49
"532985",216,8.71,33.939
"368492",230,7.98,34.198
"472997",75,20.71,34.51
"500437",10,16.27,33.99
"155473",30,11.51,33.443
"372843",93,16.41,33.572
"519811",250,8.73,34.093
"558190",28,15.45,33.271
"717428",150,9.41,33.821
"517470",125,11.3,33.395
"707178",1,22.04,33.577
"828052",120,9.31,34.139
"551217",764,4.93,34.414
"725098",400,6.18,34.142
"465261",10,15.95,32.9
"280708",50,21.2,34.624
"528135",150,8.72,33.955
"682485",65,14.77,33.245
"257664",137,8.16,33.84
"721390",150,8.46,34.009
"545102",500,5.79,34.129
"647291",21,15.61,33.496
"301346",50,16.35,33.616
"317664",2688,1.72,34.645
"790205",84,9.86,33.813
"415365",500,6.47,34.32
"795954",140,9.08,33.985
"863399",150,8.813,33.9509
"104015",10,17.46,33.25
"689976",10,20.16,33.905
"819868",10,14.83,33.208
"295675",371,8.5,34.45
"531927",39,17.2,33.097
"508588",100,9.55,33.82
"764101",59,12.72,32.903
"665447",40,12.16,33.445
"184363",30,17.43,33.11
"841953",379,7.806,34.2653
"549324",20,15.27,33.34
"71394",584,5.06,34.31
"851834",10,16.339,33.1043
"271106",400,7.49,34.344
"128768",75,12.17,33.426
"37833",1210,3.59,34.58
"834481",2,15.803,33.3799
"687580",318,8.68,34.296
"253281",531,5.6,34.28
"674910",10,18.32,33.221
"564620",1,15.73,33.381
"124189",20,16.55,33.33
"794272",40,14.36,33.27
"272542",11,22.05,34.69
"98053",10,20.02,33.48
"294612",29,17.9,33.62
"515408",39,13.89,32.832
"742068",100,9.4,33.823
"154931",324,7.6,34.28
"569986",115,11.92,33.393
"54798",25,14.54,32.81
"819428",400,6.28,34.104
"229082",100,9.48,33.854
"158106",125,9.97,33.455
"451385",700,5.81,34.51
"822047",85,10.52,33.258
"645751",325,8.22,34.281
"765790",10,16.15,33.34
"609379",22,13.05,32.701
"585600",122,11.13,33.804
"402606",93,11.56,33.209
"640687",34,14.78,33.595
"183762",83,11.42,33.18
"465982",20,18.38,33.64
"37779",98,12.03,33.62
"494278",250,6.97,34.07
"775429",250,8.59,34.212
"844665",100,9.486,33.8344
"725450",169,9.07,34.115
"486198",500,5.89,34.21
"272858",125,13.64,34.652
"350786",125,12.68,33.697
"825618",231,8.74,34.129
"733232",17,16.74,33.616
"151634",18,13.04,33.26
"787437",20,13.65,33.682
"249392",60,10.23,33.26
"610744",26,12.93,32.682
"462843",250,11.11,34.72
"714791",163,11.25,33.611
"43909",8,14.04,33.48
"677687",136,10.63,33.466
"369096",27,27.31,35.272
"15568",100,13.76,33.583
"31528",400,7.02,34.313
"145625",250,9.99,34.597
"467885",910,3.19,34.31
"237957",47,16,33.6
"602895",189,9.1,34.122
"680443",201,8.46,33.858
"528842",118,9.5,33.906
"170052",600,5.42,34.403
"111540",30,12.9,33.277
"41874",738,5.12,34.43
"291452",50,18.84,33.916
"272469",53,23.15,34.6
"752144",200,8.62,34.006
"287447",125,9.29,33.973
"231096",500,7.29,34.522
"173214",20,16.39,33.606
"501359",350,7.67,34.25
"493385",1000,4,34.482
"579657",52,13.36,33.52
"253398",10,13.72,33.31
"503448",363,8.26,34.32
"701992",109,10.87,33.553
"395121",50,12.94,34.067
"288597",42,16.67,33.58
"279557",190,9.64,33.75
"764445",30,15.7,32.731
"307612",300,6.68,33.975
"160388",184,11.55,34.7
"322593",37,15,33.51
"585559",50,14.14,33.108
"750161",150,9.15,33.807
"574633",240,7.62,34.05
"861115",27,16.405,33.0015
"437123",250,7.24,33.797
"463188",276,7.38,34.087
"818198",270,7.16,34.093
"546047",27,12.25,33.731
"408678",75,9.7,33.35
"804021",272,7.77,34.053
"137948",10,17.98,33.55
"636721",39,13.35,33.298
"739238",229,8.41,34.021
"4176",100,16.04,33.892
"674105",119,10.78,33.48
"612259",140,9.8,33.694
"715166",200,8.61,33.949
"137193",25,12.36,33.28
"550138",500,6.19,34.346
"65101",9,16.43,33.53
"509358",459,6.2,34.28
"630029",600,5.87,34.375
"528973",200,9.48,33.709
"477762",297,10.65,34.721
"765394",125,9.99,33.912
"568465",75,14.92,33.498
"219542",179,9.62,34.34
"229444",47,10.23,33.57
"297889",100,12.17,33.58
"674114",272,8.64,34.154
"370747",202,8.19,34.021
"763282",170,9.38,34.11
"481163",1000,3.72,34.47
"569628",345,6.8,34.183
"819864",500,5.75,34.242
"459943",150,7.18,33.83
"590420",10,13.9,33.664
"98757",500,7.64,34.546
"639796",148,10.23,33.552
"19115",542,6.62,34.34
"127467",100,9.27,33.829
"129237",0,16.83,33.42
"535862",253,7.15,34.078
"170537",118,11.93,33.08
"534313",10,17.76,33.449
"183092",230,7.23,34
"132978",250,8.77,34.211
"514710",420,6.7,34.195
"765208",109,9.94,33.371
"178614",120,13.65,33.3
"512774",310,7.75,34.236
"189126",59,18.95,34.17
"532770",653,5.18,34.361
"73745",194,8.66,33.91
"681009",51,16.16,33.142
"433822",150,11.32,34.025
"174543",0,13.67,33.35
"181629",1000,4.35,34.455
"189710",62,15.08,33.61
"770436",268,7.72,34.198
"837369",66,14.581,33.3592
"754934",500,5.98,34.281
"795537",60,10.08,33.85
"424348",30,9.72,33.62
"342214",500,5.79,34.25
"262846",0,16.12,33.37
"342703",500,6.8,34.419
"587426",280,7.64,33.998
"628185",225,8.17,34.032
"467562",281,7.36,34.066
"744233",268,7.52,34.147
"277296",38,11.74,33.64
"444148",300,8.26,34.267
"414141",50,11.55,33.506
"149478",125,9.04,33.522
"833699",400,6.972,34.183
"410984",300,7.35,34.16
"498047",395,7.58,34.176
"836304",150,10.621,33.3805
"17937",820,3.8,34.27
"863695",39,15.486,33.3726
"571383",274,8.12,34.02
"796103",40,12.91,33.357
"774261",62,12.16,33.554
"626588",350,6.42,34.011
"607603",75,9.93,32.99
"795823",250,8.6,34.011
"494701",10,15.08,33.64
"455032",10,17,34.02
"609382",28,13.03,32.701
"485542",275,7.87,34.09
"238466",152,13.88,34.69
"354823",152,8.78,33.966
"207358",84,10.58,33.4
"8108",200,9.12,33.69
"374925",150,9.81,33.991
"425276",300,7.98,34.27
"436983",125,9.87,33.68
"556615",30,18.17,33.875
"565439",500,6.18,34.266
"653074",20,12.35,33.251
"318385",12,15.56,33.65
"616250",0,18.99,33.327
"760010",200,9.77,34.071
"610478",10,13.16,32.575
"705944",228,7.84,34.024
"242544",75,14.86,33.965
"239227",125,20.63,35.196
"366601",150,10.72,33.735
"708755",75,16.17,33.505
"782739",85,14.58,33.521
"450655",200,9.64,34.22
"653726",200,8.47,33.974
"820415",6,12.53,33.656
"787924",199,8.95,34.222
"818603",321,7.63,34.227
"815959",30,18.04,33.123
"629200",30,18.31,33.373
"180329",1243,3.26,34.55
"257987",42,11.52,32.67
"239399",50,17.68,33.815
"370596",0,14.37,33.649
"864249",141,9.31,33.7745
"398531",50,13.23,33.184
"60160",400,7.43,34.229
"463912",1000,4.11,34.437
"550243",500,6.44,34.33
"198145",0,15.92,33.09
"42526",600,5.56,34.315
"202879",207,8.15,34.16
"530417",258,7.93,34.108
"777147",60,14.57,33.102
"690428",2,19.3,33.513
"717559",140,12.98,33.58
"582530",352,6.69,34.139
"587839",30,13.06,33.32
"206085",114,9.83,33.72
"161806",125,11.71,34.064
"263909",20,20.84,33.635
"212800",150,9.07,34.05
"627568",275,7.44,34.052
"533197",296,8,34.152
"403747",203,8.38,34.083
"621651",102,13.19,33.155
"595363",400,7.25,34.272
"354906",37,13.13,33.527
"435245",1,15.14,33.432
"303606",10,21.48,34.601
"599880",50,16.61,33.138
"22888",600,5.83,34.421
"212539",10,14.13,33.542
"499696",40,10.62,33.82
"445578",400,6.78,34.28
"127655",582,5.12,34.26
"459075",30,19.04,34.936
"121645",148,10.34,33.31
"184072",128,14.79,33.68
"484307",40,19.12,34.15
"807291",100,9.94,33.796
"644461",500,6.39,34.323
"773667",20,18.48,33.29
"200372",1200,3.66,34.534
"39928",140,8.89,33.8
"36968",800,4.7,34.332
"27734",600,4.97,34.158
"647844",237,7.84,34.043
"222499",400,7.05,34.144
"395127",104,12.45,34.467
"454949",1000,4.2,34.49
"814415",125,9.37,33.67
"860834",3,15.169,33.3511
"180742",203,8.02,34.1
"658118",500,5.42,34.138
"133388",258,8.77,34.27
"510343",50,13.59,33.61
"48373",388,7.98,34.11
"821267",125,9.74,33.615
"522807",112,12.72,33.625
"810318",3,14.06,33.179
"779569",250,7.67,34.109
"799456",42,16.94,33.13
"5069",250,7.28,34.107
"751499",1,16.2,33.251
"827280",20,14.57,33.394
"411665",20,15.13,33.25
"334929",125,10.69,33.567
"390669",179,11.35,34.336
"858337",101,11.623,33.1687
"739355",31,14.88,33.491
"220208",100,12.66,33.331
"63160",125,12.21,34.083
"726174",379,5.9,34.121
"144268",195,9.58,34.05
"147209",0,11.73,33.82
"561965",150,11.71,33.628
"152463",30,13.78,33.047
"153176",10,15.48,33.522
"706506",318,7.87,34.187
"427922",30,14.62,33.63
"626719",900,4.29,34.456
"718100",20,16.76,33.303
"18989",200,9.73,33.856
"302472",202,9.2,33.93
"401871",188,9.14,33.868
"158341",20,13.28,33.745
"762780",150,10.16,33.163
"523561",191,8.33,33.907
"235415",68,13.22,33.44
"585018",87,12.61,33.512
"301088",250,8.82,34.193
"615559",150,10.04,33.642
"529835",164,8.34,34.085
"139268",30,15.86,33.32
"354396",291,8.51,34.008
"378109",300,7.12,34.183
"711203",100,15.64,33.473
"447520",54,11.36,33.56
"386029",125,11.13,33.43
"487631",500,5.82,34.27
"430377",300,7.25,33.73
"326493",70,11.58,33.682
"110285",250,9.47,34.332
"554617",125,10.29,33.696
"851714",50,16.914,33.3534
"40665",0,12.32,32.94
"313333",338,8.4,34.42
"198999",1483,2.59,34.56
"712837",30,13.56,32.834
"6885",125,8.93,33.111
"177494",35,14.29,33.24
"604668",80,12.39,33.327
"654663",256,7.66,34.053
"371262",150,9.21,33.95
"706455",87,13.27,33.277
"636312",60,10.84,33.267
"602209",0,17.61,33.182
"352223",30,19.28,34.121
"586633",75,16.77,33.522
"765285",318,7.26,34.051
"155235",300,7.25,33.996
"822247",3,16.35,33.075
"16015",1253,3.21,34.51
"821334",150,9.29,33.694
"358677",20,14.38,33.28
"483700",175,9.64,33.94
"681672",24,16.43,32.994
"680619",1100,3.99,34.486
"705953",510,5.32,34.227
"291941",117,13.44,34.42
"746918",5,13.06,33.29
"799952",437,7.2,34.245
"535603",162,8.94,34.168
"805098",400,6.24,34.161
"657800",22,17.46,33.58
"679019",438,5.77,34.142
"192546",70,10.76,33.91
"861167",16,13.123,33.544
"98426",150,11.84,34.467
"762693",377,6.56,34.143
"282361",249,7.84,34.05
"44225",0,13.85,33.24
"40955",600,4.83,34.271
"250379",100,10.36,33.715
"11314",10,14.27,31.438
"14944",97,6.81,32.63
"637519",84,9.71,33.698
"631719",4,18.66,33.405
"732204",44,12.53,32.998
"511272",30,14.79,33.58
"554516",120,10.04,33.729
"510464",0,14.46,33.51
"129455",125,9.61,33.228
"544387",0,15.69,33.562
"828816",400,6.95,34.2
"260930",150,11.8,33.709
"781778",169,9.59,34.069
"3832",198,8.4,34
"63112",1000,4.18,34.586
"65316",10,19.68,33.58
"269173",396,7.28,34.27
"10563",10,19.29,34.14
"814159",75,15.54,33.248
"354361",183,10.9,33.825
"453392",131,11.39,34.405
"277158",300,7.01,34.096
"676505",0,16.48,33.39
"443509",124,9.07,33.79
"38013",469,7.1,34.41
"844316",200,8.648,33.8884
"643307",206,9.33,34.152
"326260",59,15.02,33.4
"822034",440,5.76,34.17
"283104",298,8.24,34.2
"662279",522,6.38,34.281
"622043",84,10.16,33.862
"556418",250,8.8,34.129
"247807",8,14.07,33.4
"394949",0,21.48,33.869
"266634",350,6.74,34.13
"359581",244,9.1,34.248
"215741",125,13.36,33.617
"449627",900,3.84,34.415
"648116",53,12.37,33.383
"5116",69,12.15,33.24
"642099",113,10.46,33.46
"445248",800,4.6,34.39
"849060",75,12.879,33.0661
"647508",62,12.56,33.322
"640044",150,8.42,34.031
"203687",9,22.24,34.76
"155240",553,5.12,34.24
"216829",20,14.56,33.526
"785067",269,8.54,34.234
"124905",30,12.21,33.633
"666343",10,21.63,33.698
"833156",75,9.635,33.763
"614866",4,12.32,33.342
"192494",10,15.16,33.54
"55365",973,3.5,34.47
"565809",10,16.46,33.466
"645075",50,13.67,33.325
"7565",135,10.26,33.53
"44275",392,5.79,34.09
"674258",108,11.03,33.344
"624187",467,5.51,34.181
"263039",560,5.71,34.3
"862323",40,18.898,33.3909
"694519",26,15.94,33.236
"710022",10,16.43,33.566
"354401",500,5.81,34.114
"787786",16,13.07,33.68
"447593",52,12.38,33.48
"793134",250,7.28,34.038
"750620",108,9.65,33.664
"301412",51,13.68,33.54
"602229",54,13.74,33.25
"616698",103,9.61,33.818
"22721",8,20.45,34.02
"608606",244,7.06,34.004
"258045",30,16.37,32.86
"520388",222,8.95,34.135
"169086",36,15.9,33.62
"571482",250,7.41,34.07
"248164",89,10.78,33.42
"499200",1000,4.05,34.48
"501057",700,4.55,34.32
"205767",30,15.95,33.597
"652891",71,10.56,33.496
"780217",0,15.58,33.7
"589711",554,5.54,34.286
"362011",20,12.8,33.059
"512054",20,14.97,33.57
"698345",85,11.91,33.568
"129095",199,9.02,33.71
"500169",225,10.17,34.53
"130290",25,14.07,33.51
"154144",155,9.57,34.36
"66220",20,16.15,33.356
"581205",100,12.59,33.596
"595912",56,14.09,33.184
"282721",105,10.9,33.6
"101612",20,18.8,33.757
"51971",195,7.49,33.84
"116927",400,6.64,34.27
"36278",100,12.19,33.573
"74024",500,6.29,34.33
"34250",800,4.48,34.301
"642365",241,7.7,34.007
"576737",12,17.34,33.612
"401691",75,10.5,33.703
"434659",10,19.01,33.61
"631515",25,16.01,33.633
"390338",400,6.81,34.16
"151898",394,6.62,34.01
"369668",11,13.42,33.585
"525908",400,7.35,34.307
"846959",30,13.765,33.4343
"425236",75,10.28,33.72
"575780",75,11.97,33.558
"64910",540,6.58,34.49
"229357",30,11.41,33.49
"529172",75,16.71,33.5
"660726",290,7.25,34.052
"645996",10,14.93,33.333
"336773",465,5.61,34.19
"294906",204,8.14,34.02
"159306",200,8.47,34.192
"151388",10,12.05,33.701
"112500",10,16.13,33.62
"483697",100,13.24,33.43
"577331",10,16.65,33.626
"386373",30,12.95,33.239
"472352",250,10.2,34.41
"664034",50,13.18,33.29
"646433",144,9.25,33.997
"490222",20,11.07,33.6
"108868",125,10.5,33.352
"532546",30,18.32,33.368
"699065",318,8.31,34.244
"342628",139,9.88,33.909
"434258",150,10.33,33.96
"177167",700,4.68,34.32
"830742",170,10.09,33.526
"838140",500,5.837,34.1775
"396299",149,9.07,34.1
"698710",100,11.59,33.202
"675110",85,12.44,33.087
"650350",210,8.59,34.054
"750054",52,12.64,33.123
"354612",334,7.62,33.992
"735823",0,16.67,33.59
"799320",20,15.56,33.451
"766086",200,8.85,34.041
"567717",279,7.72,34.068
"466263",20,14.89,33.2
"595522",50,12.5,33.48
"536656",100,10.36,33.939
"286821",155,9.47,33.96
"725270",55,11.54,33.674
"536374",38,17.86,33.134
"549118",75,10.91,33.83
"215453",76,12.36,34.14
"456274",250,8.63,34.09
"643747",122,9.42,33.934
"146838",74,12.7,33.16
"598473",270,7.68,34.039
"204661",30,17.25,33.494
"488897",550,6.64,34.43
"111277",150,9.3,33.945
"226787",69,14.95,35.08
"37184",49,11.38,33.48
"861108",2,16.443,33.0039
"610814",8,13.66,32.703
"852157",10,16.781,33.3384
"613892",80,9.23,33.656
"191144",250,7.55,33.982
"462818",50,19.33,34.18
"220819",20,14.37,33.287
"857929",75,13.511,33.1975
"704471",500,6.27,34.32
"112137",75,13.4,33.425
"551361",170,10.9,33.743
"306523",75,12.25,33.156
"283203",400,6.2,34.197
"472675",50,23.06,34.33
"748283",50,16.05,33.243
"600250",398,7.97,34.305
"762566",500,6.39,34.322
"377297",10,11.26,33.806
"699078",16,14.56,33.549
"739840",44,13.19,33.264
"388220",600,6.01,34.4
"144288",58,15.68,33.63
"789207",10,14.64,33.743
"299802",250,7.49,34.05
"575569",21,15.3,33.693
